"Influenza Hospitalization Rates (per 100,000 population) are for the "FluSurv-NET Network (downloaded on Oct-08-2014)
Influenza Division - Centers for Disease Control and Prevention.
CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,RATE 
Entire Network,FluSurv-NET,2009-10,2009,35,0-4 yr,0.5
Entire Network,FluSurv-NET,2009-10,2009,36,0-4 yr,2.5
Entire Network,FluSurv-NET,2009-10,2009,37,0-4 yr,4.6
Entire Network,FluSurv-NET,2009-10,2009,38,0-4 yr,6.7
Entire Network,FluSurv-NET,2009-10,2009,39,0-4 yr,10.9
Entire Network,FluSurv-NET,2009-10,2009,40,0-4 yr,18.1
Entire Network,FluSurv-NET,2009-10,2009,41,0-4 yr,28.3
Entire Network,FluSurv-NET,2009-10,2009,42,0-4 yr,39.1
Entire Network,FluSurv-NET,2009-10,2009,43,0-4 yr,47.3
Entire Network,FluSurv-NET,2009-10,2009,44,0-4 yr,53.3
Entire Network,FluSurv-NET,2009-10,2009,45,0-4 yr,57.5
Entire Network,FluSurv-NET,2009-10,2009,46,0-4 yr,60.1
Entire Network,FluSurv-NET,2009-10,2009,47,0-4 yr,61.6
Entire Network,FluSurv-NET,2009-10,2009,48,0-4 yr,62.9
Entire Network,FluSurv-NET,2009-10,2009,49,0-4 yr,64.1
Entire Network,FluSurv-NET,2009-10,2009,50,0-4 yr,65.1
Entire Network,FluSurv-NET,2009-10,2009,51,0-4 yr,66.3
Entire Network,FluSurv-NET,2009-10,2009,52,0-4 yr,67.4
Entire Network,FluSurv-NET,2009-10,2010,1,0-4 yr,68.4
Entire Network,FluSurv-NET,2009-10,2010,2,0-4 yr,69
Entire Network,FluSurv-NET,2009-10,2010,3,0-4 yr,70.3
Entire Network,FluSurv-NET,2009-10,2010,4,0-4 yr,71.3
Entire Network,FluSurv-NET,2009-10,2010,5,0-4 yr,72.4
Entire Network,FluSurv-NET,2009-10,2010,6,0-4 yr,73
Entire Network,FluSurv-NET,2009-10,2010,7,0-4 yr,73.7
Entire Network,FluSurv-NET,2009-10,2010,8,0-4 yr,74.2
Entire Network,FluSurv-NET,2009-10,2010,9,0-4 yr,74.7
Entire Network,FluSurv-NET,2009-10,2010,10,0-4 yr,75.1
Entire Network,FluSurv-NET,2009-10,2010,11,0-4 yr,75.5
Entire Network,FluSurv-NET,2009-10,2010,12,0-4 yr,75.8
Entire Network,FluSurv-NET,2009-10,2010,13,0-4 yr,76.1
Entire Network,FluSurv-NET,2009-10,2010,14,0-4 yr,76.5
Entire Network,FluSurv-NET,2009-10,2010,15,0-4 yr,76.8
Entire Network,FluSurv-NET,2009-10,2010,16,0-4 yr,77.2
Entire Network,FluSurv-NET,2009-10,2010,17,0-4 yr,77.4
Entire Network,FluSurv-NET,2010-11,2010,40,0-4 yr,0.1
Entire Network,FluSurv-NET,2010-11,2010,41,0-4 yr,0.3
Entire Network,FluSurv-NET,2010-11,2010,42,0-4 yr,0.6
Entire Network,FluSurv-NET,2010-11,2010,43,0-4 yr,0.9
Entire Network,FluSurv-NET,2010-11,2010,44,0-4 yr,1.2
Entire Network,FluSurv-NET,2010-11,2010,45,0-4 yr,1.5
Entire Network,FluSurv-NET,2010-11,2010,46,0-4 yr,1.8
Entire Network,FluSurv-NET,2010-11,2010,47,0-4 yr,2.2
Entire Network,FluSurv-NET,2010-11,2010,48,0-4 yr,3.1
Entire Network,FluSurv-NET,2010-11,2010,49,0-4 yr,4.1
Entire Network,FluSurv-NET,2010-11,2010,50,0-4 yr,5.1
Entire Network,FluSurv-NET,2010-11,2010,51,0-4 yr,6.3
Entire Network,FluSurv-NET,2010-11,2010,52,0-4 yr,8.3
Entire Network,FluSurv-NET,2010-11,2011,1,0-4 yr,10.1
Entire Network,FluSurv-NET,2010-11,2011,2,0-4 yr,12.6
Entire Network,FluSurv-NET,2010-11,2011,3,0-4 yr,15.4
Entire Network,FluSurv-NET,2010-11,2011,4,0-4 yr,18.9
Entire Network,FluSurv-NET,2010-11,2011,5,0-4 yr,23.4
Entire Network,FluSurv-NET,2010-11,2011,6,0-4 yr,27.2
Entire Network,FluSurv-NET,2010-11,2011,7,0-4 yr,31.1
Entire Network,FluSurv-NET,2010-11,2011,8,0-4 yr,35.7
Entire Network,FluSurv-NET,2010-11,2011,9,0-4 yr,38.9
Entire Network,FluSurv-NET,2010-11,2011,10,0-4 yr,42
Entire Network,FluSurv-NET,2010-11,2011,11,0-4 yr,44.4
Entire Network,FluSurv-NET,2010-11,2011,12,0-4 yr,46.3
Entire Network,FluSurv-NET,2010-11,2011,13,0-4 yr,47.4
Entire Network,FluSurv-NET,2010-11,2011,14,0-4 yr,48.1
Entire Network,FluSurv-NET,2010-11,2011,15,0-4 yr,48.7
Entire Network,FluSurv-NET,2010-11,2011,16,0-4 yr,49.2
Entire Network,FluSurv-NET,2010-11,2011,17,0-4 yr,49.4
Entire Network,FluSurv-NET,2011-12,2011,40,0-4 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,41,0-4 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,42,0-4 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,43,0-4 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,44,0-4 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,45,0-4 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,46,0-4 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,47,0-4 yr,0.4
Entire Network,FluSurv-NET,2011-12,2011,48,0-4 yr,0.6
Entire Network,FluSurv-NET,2011-12,2011,49,0-4 yr,0.6
Entire Network,FluSurv-NET,2011-12,2011,50,0-4 yr,0.8
Entire Network,FluSurv-NET,2011-12,2011,51,0-4 yr,0.8
Entire Network,FluSurv-NET,2011-12,2011,52,0-4 yr,1
Entire Network,FluSurv-NET,2011-12,2012,1,0-4 yr,1
Entire Network,FluSurv-NET,2011-12,2012,2,0-4 yr,1.3
Entire Network,FluSurv-NET,2011-12,2012,3,0-4 yr,1.6
Entire Network,FluSurv-NET,2011-12,2012,4,0-4 yr,1.7
Entire Network,FluSurv-NET,2011-12,2012,5,0-4 yr,2.1
Entire Network,FluSurv-NET,2011-12,2012,6,0-4 yr,2.7
Entire Network,FluSurv-NET,2011-12,2012,7,0-4 yr,3.6
Entire Network,FluSurv-NET,2011-12,2012,8,0-4 yr,4.7
Entire Network,FluSurv-NET,2011-12,2012,9,0-4 yr,5.6
Entire Network,FluSurv-NET,2011-12,2012,10,0-4 yr,7.3
Entire Network,FluSurv-NET,2011-12,2012,11,0-4 yr,9.4
Entire Network,FluSurv-NET,2011-12,2012,12,0-4 yr,11.4
Entire Network,FluSurv-NET,2011-12,2012,13,0-4 yr,12.8
Entire Network,FluSurv-NET,2011-12,2012,14,0-4 yr,13.5
Entire Network,FluSurv-NET,2011-12,2012,15,0-4 yr,14.4
Entire Network,FluSurv-NET,2011-12,2012,16,0-4 yr,15
Entire Network,FluSurv-NET,2011-12,2012,17,0-4 yr,15.9
Entire Network,FluSurv-NET,2012-13,2012,40,0-4 yr,0.2
Entire Network,FluSurv-NET,2012-13,2012,41,0-4 yr,0.2
Entire Network,FluSurv-NET,2012-13,2012,42,0-4 yr,0.2
Entire Network,FluSurv-NET,2012-13,2012,43,0-4 yr,0.3
Entire Network,FluSurv-NET,2012-13,2012,44,0-4 yr,0.6
Entire Network,FluSurv-NET,2012-13,2012,45,0-4 yr,1
Entire Network,FluSurv-NET,2012-13,2012,46,0-4 yr,2.1
Entire Network,FluSurv-NET,2012-13,2012,47,0-4 yr,3
Entire Network,FluSurv-NET,2012-13,2012,48,0-4 yr,4.7
Entire Network,FluSurv-NET,2012-13,2012,49,0-4 yr,7
Entire Network,FluSurv-NET,2012-13,2012,50,0-4 yr,10.2
Entire Network,FluSurv-NET,2012-13,2012,51,0-4 yr,15
Entire Network,FluSurv-NET,2012-13,2012,52,0-4 yr,19.5
Entire Network,FluSurv-NET,2012-13,2013,1,0-4 yr,25.5
Entire Network,FluSurv-NET,2012-13,2013,2,0-4 yr,31.6
Entire Network,FluSurv-NET,2012-13,2013,3,0-4 yr,37.2
Entire Network,FluSurv-NET,2012-13,2013,4,0-4 yr,41.6
Entire Network,FluSurv-NET,2012-13,2013,5,0-4 yr,45.6
Entire Network,FluSurv-NET,2012-13,2013,6,0-4 yr,48.7
Entire Network,FluSurv-NET,2012-13,2013,7,0-4 yr,51.7
Entire Network,FluSurv-NET,2012-13,2013,8,0-4 yr,54.4
Entire Network,FluSurv-NET,2012-13,2013,9,0-4 yr,56.7
Entire Network,FluSurv-NET,2012-13,2013,10,0-4 yr,58.3
Entire Network,FluSurv-NET,2012-13,2013,11,0-4 yr,60.5
Entire Network,FluSurv-NET,2012-13,2013,12,0-4 yr,62.3
Entire Network,FluSurv-NET,2012-13,2013,13,0-4 yr,63.5
Entire Network,FluSurv-NET,2012-13,2013,14,0-4 yr,65.2
Entire Network,FluSurv-NET,2012-13,2013,15,0-4 yr,65.7
Entire Network,FluSurv-NET,2012-13,2013,16,0-4 yr,66.1
Entire Network,FluSurv-NET,2012-13,2013,17,0-4 yr,66.8
Entire Network,FluSurv-NET,2013-14,2013,40,0-4 yr,0.1
Entire Network,FluSurv-NET,2013-14,2013,41,0-4 yr,0.2
Entire Network,FluSurv-NET,2013-14,2013,42,0-4 yr,0.3
Entire Network,FluSurv-NET,2013-14,2013,43,0-4 yr,0.6
Entire Network,FluSurv-NET,2013-14,2013,44,0-4 yr,0.8
Entire Network,FluSurv-NET,2013-14,2013,45,0-4 yr,1
Entire Network,FluSurv-NET,2013-14,2013,46,0-4 yr,1.2
Entire Network,FluSurv-NET,2013-14,2013,47,0-4 yr,1.7
Entire Network,FluSurv-NET,2013-14,2013,48,0-4 yr,2.9
Entire Network,FluSurv-NET,2013-14,2013,49,0-4 yr,4.8
Entire Network,FluSurv-NET,2013-14,2013,50,0-4 yr,7.3
Entire Network,FluSurv-NET,2013-14,2013,51,0-4 yr,10.3
Entire Network,FluSurv-NET,2013-14,2013,52,0-4 yr,14
Entire Network,FluSurv-NET,2013-14,2014,1,0-4 yr,20.1
Entire Network,FluSurv-NET,2013-14,2014,2,0-4 yr,25
Entire Network,FluSurv-NET,2013-14,2014,3,0-4 yr,28.9
Entire Network,FluSurv-NET,2013-14,2014,4,0-4 yr,32.1
Entire Network,FluSurv-NET,2013-14,2014,5,0-4 yr,34.6
Entire Network,FluSurv-NET,2013-14,2014,6,0-4 yr,36.4
Entire Network,FluSurv-NET,2013-14,2014,7,0-4 yr,37.9
Entire Network,FluSurv-NET,2013-14,2014,8,0-4 yr,39.4
Entire Network,FluSurv-NET,2013-14,2014,9,0-4 yr,40.6
Entire Network,FluSurv-NET,2013-14,2014,10,0-4 yr,41.5
Entire Network,FluSurv-NET,2013-14,2014,11,0-4 yr,42.3
Entire Network,FluSurv-NET,2013-14,2014,12,0-4 yr,42.9
Entire Network,FluSurv-NET,2013-14,2014,13,0-4 yr,43.6
Entire Network,FluSurv-NET,2013-14,2014,14,0-4 yr,44.4
Entire Network,FluSurv-NET,2013-14,2014,15,0-4 yr,45.2
Entire Network,FluSurv-NET,2013-14,2014,16,0-4 yr,46.1
Entire Network,FluSurv-NET,2013-14,2014,17,0-4 yr,46.7
Entire Network,FluSurv-NET,2009-10,2009,35,5-17 yr,0.3
Entire Network,FluSurv-NET,2009-10,2009,36,5-17 yr,1.2
Entire Network,FluSurv-NET,2009-10,2009,37,5-17 yr,2.1
Entire Network,FluSurv-NET,2009-10,2009,38,5-17 yr,3.4
Entire Network,FluSurv-NET,2009-10,2009,39,5-17 yr,5.4
Entire Network,FluSurv-NET,2009-10,2009,40,5-17 yr,9.1
Entire Network,FluSurv-NET,2009-10,2009,41,5-17 yr,13.5
Entire Network,FluSurv-NET,2009-10,2009,42,5-17 yr,17.6
Entire Network,FluSurv-NET,2009-10,2009,43,5-17 yr,21.1
Entire Network,FluSurv-NET,2009-10,2009,44,5-17 yr,23.4
Entire Network,FluSurv-NET,2009-10,2009,45,5-17 yr,24.6
Entire Network,FluSurv-NET,2009-10,2009,46,5-17 yr,25.4
Entire Network,FluSurv-NET,2009-10,2009,47,5-17 yr,25.8
Entire Network,FluSurv-NET,2009-10,2009,48,5-17 yr,26
Entire Network,FluSurv-NET,2009-10,2009,49,5-17 yr,26.2
Entire Network,FluSurv-NET,2009-10,2009,50,5-17 yr,26.4
Entire Network,FluSurv-NET,2009-10,2009,51,5-17 yr,26.5
Entire Network,FluSurv-NET,2009-10,2009,52,5-17 yr,26.5
Entire Network,FluSurv-NET,2009-10,2010,1,5-17 yr,26.6
Entire Network,FluSurv-NET,2009-10,2010,2,5-17 yr,26.7
Entire Network,FluSurv-NET,2009-10,2010,3,5-17 yr,26.7
Entire Network,FluSurv-NET,2009-10,2010,4,5-17 yr,26.7
Entire Network,FluSurv-NET,2009-10,2010,5,5-17 yr,26.8
Entire Network,FluSurv-NET,2009-10,2010,6,5-17 yr,26.8
Entire Network,FluSurv-NET,2009-10,2010,7,5-17 yr,26.9
Entire Network,FluSurv-NET,2009-10,2010,8,5-17 yr,26.9
Entire Network,FluSurv-NET,2009-10,2010,9,5-17 yr,27
Entire Network,FluSurv-NET,2009-10,2010,10,5-17 yr,27
Entire Network,FluSurv-NET,2009-10,2010,11,5-17 yr,27.1
Entire Network,FluSurv-NET,2009-10,2010,12,5-17 yr,27.2
Entire Network,FluSurv-NET,2009-10,2010,13,5-17 yr,27.2
Entire Network,FluSurv-NET,2009-10,2010,14,5-17 yr,27.2
Entire Network,FluSurv-NET,2009-10,2010,15,5-17 yr,27.2
Entire Network,FluSurv-NET,2009-10,2010,16,5-17 yr,27.2
Entire Network,FluSurv-NET,2009-10,2010,17,5-17 yr,27.2
Entire Network,FluSurv-NET,2010-11,2010,40,5-17 yr,0
Entire Network,FluSurv-NET,2010-11,2010,41,5-17 yr,0
Entire Network,FluSurv-NET,2010-11,2010,42,5-17 yr,0.1
Entire Network,FluSurv-NET,2010-11,2010,43,5-17 yr,0.1
Entire Network,FluSurv-NET,2010-11,2010,44,5-17 yr,0.2
Entire Network,FluSurv-NET,2010-11,2010,45,5-17 yr,0.3
Entire Network,FluSurv-NET,2010-11,2010,46,5-17 yr,0.3
Entire Network,FluSurv-NET,2010-11,2010,47,5-17 yr,0.4
Entire Network,FluSurv-NET,2010-11,2010,48,5-17 yr,0.5
Entire Network,FluSurv-NET,2010-11,2010,49,5-17 yr,0.7
Entire Network,FluSurv-NET,2010-11,2010,50,5-17 yr,0.9
Entire Network,FluSurv-NET,2010-11,2010,51,5-17 yr,1.2
Entire Network,FluSurv-NET,2010-11,2010,52,5-17 yr,1.5
Entire Network,FluSurv-NET,2010-11,2011,1,5-17 yr,1.7
Entire Network,FluSurv-NET,2010-11,2011,2,5-17 yr,2.1
Entire Network,FluSurv-NET,2010-11,2011,3,5-17 yr,2.6
Entire Network,FluSurv-NET,2010-11,2011,4,5-17 yr,3.3
Entire Network,FluSurv-NET,2010-11,2011,5,5-17 yr,4.1
Entire Network,FluSurv-NET,2010-11,2011,6,5-17 yr,4.8
Entire Network,FluSurv-NET,2010-11,2011,7,5-17 yr,5.5
Entire Network,FluSurv-NET,2010-11,2011,8,5-17 yr,6.4
Entire Network,FluSurv-NET,2010-11,2011,9,5-17 yr,7.3
Entire Network,FluSurv-NET,2010-11,2011,10,5-17 yr,7.7
Entire Network,FluSurv-NET,2010-11,2011,11,5-17 yr,8.2
Entire Network,FluSurv-NET,2010-11,2011,12,5-17 yr,8.5
Entire Network,FluSurv-NET,2010-11,2011,13,5-17 yr,8.8
Entire Network,FluSurv-NET,2010-11,2011,14,5-17 yr,8.9
Entire Network,FluSurv-NET,2010-11,2011,15,5-17 yr,9
Entire Network,FluSurv-NET,2010-11,2011,16,5-17 yr,9
Entire Network,FluSurv-NET,2010-11,2011,17,5-17 yr,9.1
Entire Network,FluSurv-NET,2011-12,2011,40,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,41,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,42,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,43,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,44,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,45,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,46,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,47,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,48,5-17 yr,0
Entire Network,FluSurv-NET,2011-12,2011,49,5-17 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,50,5-17 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,51,5-17 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,52,5-17 yr,0.1
Entire Network,FluSurv-NET,2011-12,2012,1,5-17 yr,0.1
Entire Network,FluSurv-NET,2011-12,2012,2,5-17 yr,0.2
Entire Network,FluSurv-NET,2011-12,2012,3,5-17 yr,0.2
Entire Network,FluSurv-NET,2011-12,2012,4,5-17 yr,0.2
Entire Network,FluSurv-NET,2011-12,2012,5,5-17 yr,0.3
Entire Network,FluSurv-NET,2011-12,2012,6,5-17 yr,0.5
Entire Network,FluSurv-NET,2011-12,2012,7,5-17 yr,0.6
Entire Network,FluSurv-NET,2011-12,2012,8,5-17 yr,0.8
Entire Network,FluSurv-NET,2011-12,2012,9,5-17 yr,1.1
Entire Network,FluSurv-NET,2011-12,2012,10,5-17 yr,1.5
Entire Network,FluSurv-NET,2011-12,2012,11,5-17 yr,1.9
Entire Network,FluSurv-NET,2011-12,2012,12,5-17 yr,2.4
Entire Network,FluSurv-NET,2011-12,2012,13,5-17 yr,2.9
Entire Network,FluSurv-NET,2011-12,2012,14,5-17 yr,3.3
Entire Network,FluSurv-NET,2011-12,2012,15,5-17 yr,3.4
Entire Network,FluSurv-NET,2011-12,2012,16,5-17 yr,3.8
Entire Network,FluSurv-NET,2011-12,2012,17,5-17 yr,4
Entire Network,FluSurv-NET,2012-13,2012,40,5-17 yr,0
Entire Network,FluSurv-NET,2012-13,2012,41,5-17 yr,0.1
Entire Network,FluSurv-NET,2012-13,2012,42,5-17 yr,0.1
Entire Network,FluSurv-NET,2012-13,2012,43,5-17 yr,0.1
Entire Network,FluSurv-NET,2012-13,2012,44,5-17 yr,0.2
Entire Network,FluSurv-NET,2012-13,2012,45,5-17 yr,0.3
Entire Network,FluSurv-NET,2012-13,2012,46,5-17 yr,0.5
Entire Network,FluSurv-NET,2012-13,2012,47,5-17 yr,0.8
Entire Network,FluSurv-NET,2012-13,2012,48,5-17 yr,1
Entire Network,FluSurv-NET,2012-13,2012,49,5-17 yr,1.9
Entire Network,FluSurv-NET,2012-13,2012,50,5-17 yr,2.7
Entire Network,FluSurv-NET,2012-13,2012,51,5-17 yr,3.8
Entire Network,FluSurv-NET,2012-13,2012,52,5-17 yr,4.7
Entire Network,FluSurv-NET,2012-13,2013,1,5-17 yr,5.5
Entire Network,FluSurv-NET,2012-13,2013,2,5-17 yr,6.1
Entire Network,FluSurv-NET,2012-13,2013,3,5-17 yr,7.1
Entire Network,FluSurv-NET,2012-13,2013,4,5-17 yr,8
Entire Network,FluSurv-NET,2012-13,2013,5,5-17 yr,8.9
Entire Network,FluSurv-NET,2012-13,2013,6,5-17 yr,9.8
Entire Network,FluSurv-NET,2012-13,2013,7,5-17 yr,10.3
Entire Network,FluSurv-NET,2012-13,2013,8,5-17 yr,11.1
Entire Network,FluSurv-NET,2012-13,2013,9,5-17 yr,11.6
Entire Network,FluSurv-NET,2012-13,2013,10,5-17 yr,12
Entire Network,FluSurv-NET,2012-13,2013,11,5-17 yr,12.7
Entire Network,FluSurv-NET,2012-13,2013,12,5-17 yr,13.2
Entire Network,FluSurv-NET,2012-13,2013,13,5-17 yr,13.7
Entire Network,FluSurv-NET,2012-13,2013,14,5-17 yr,14
Entire Network,FluSurv-NET,2012-13,2013,15,5-17 yr,14.2
Entire Network,FluSurv-NET,2012-13,2013,16,5-17 yr,14.3
Entire Network,FluSurv-NET,2012-13,2013,17,5-17 yr,14.4
Entire Network,FluSurv-NET,2013-14,2013,40,5-17 yr,0
Entire Network,FluSurv-NET,2013-14,2013,41,5-17 yr,0
Entire Network,FluSurv-NET,2013-14,2013,42,5-17 yr,0
Entire Network,FluSurv-NET,2013-14,2013,43,5-17 yr,0
Entire Network,FluSurv-NET,2013-14,2013,44,5-17 yr,0.1
Entire Network,FluSurv-NET,2013-14,2013,45,5-17 yr,0.1
Entire Network,FluSurv-NET,2013-14,2013,46,5-17 yr,0.2
Entire Network,FluSurv-NET,2013-14,2013,47,5-17 yr,0.3
Entire Network,FluSurv-NET,2013-14,2013,48,5-17 yr,0.5
Entire Network,FluSurv-NET,2013-14,2013,49,5-17 yr,0.8
Entire Network,FluSurv-NET,2013-14,2013,50,5-17 yr,1.3
Entire Network,FluSurv-NET,2013-14,2013,51,5-17 yr,2
Entire Network,FluSurv-NET,2013-14,2013,52,5-17 yr,2.8
Entire Network,FluSurv-NET,2013-14,2014,1,5-17 yr,3.5
Entire Network,FluSurv-NET,2013-14,2014,2,5-17 yr,4.4
Entire Network,FluSurv-NET,2013-14,2014,3,5-17 yr,5
Entire Network,FluSurv-NET,2013-14,2014,4,5-17 yr,5.8
Entire Network,FluSurv-NET,2013-14,2014,5,5-17 yr,6.4
Entire Network,FluSurv-NET,2013-14,2014,6,5-17 yr,6.8
Entire Network,FluSurv-NET,2013-14,2014,7,5-17 yr,7.1
Entire Network,FluSurv-NET,2013-14,2014,8,5-17 yr,7.4
Entire Network,FluSurv-NET,2013-14,2014,9,5-17 yr,7.6
Entire Network,FluSurv-NET,2013-14,2014,10,5-17 yr,7.7
Entire Network,FluSurv-NET,2013-14,2014,11,5-17 yr,8
Entire Network,FluSurv-NET,2013-14,2014,12,5-17 yr,8.3
Entire Network,FluSurv-NET,2013-14,2014,13,5-17 yr,8.6
Entire Network,FluSurv-NET,2013-14,2014,14,5-17 yr,8.9
Entire Network,FluSurv-NET,2013-14,2014,15,5-17 yr,9
Entire Network,FluSurv-NET,2013-14,2014,16,5-17 yr,9.2
Entire Network,FluSurv-NET,2013-14,2014,17,5-17 yr,9.5
Entire Network,FluSurv-NET,2009-10,2009,35,18-49 yr,0.3
Entire Network,FluSurv-NET,2009-10,2009,36,18-49 yr,1.1
Entire Network,FluSurv-NET,2009-10,2009,37,18-49 yr,1.8
Entire Network,FluSurv-NET,2009-10,2009,38,18-49 yr,2.7
Entire Network,FluSurv-NET,2009-10,2009,39,18-49 yr,4.1
Entire Network,FluSurv-NET,2009-10,2009,40,18-49 yr,6.2
Entire Network,FluSurv-NET,2009-10,2009,41,18-49 yr,9.2
Entire Network,FluSurv-NET,2009-10,2009,42,18-49 yr,12.3
Entire Network,FluSurv-NET,2009-10,2009,43,18-49 yr,15.1
Entire Network,FluSurv-NET,2009-10,2009,44,18-49 yr,17.4
Entire Network,FluSurv-NET,2009-10,2009,45,18-49 yr,18.7
Entire Network,FluSurv-NET,2009-10,2009,46,18-49 yr,19.8
Entire Network,FluSurv-NET,2009-10,2009,47,18-49 yr,20.4
Entire Network,FluSurv-NET,2009-10,2009,48,18-49 yr,20.8
Entire Network,FluSurv-NET,2009-10,2009,49,18-49 yr,21
Entire Network,FluSurv-NET,2009-10,2009,50,18-49 yr,21.2
Entire Network,FluSurv-NET,2009-10,2009,51,18-49 yr,21.3
Entire Network,FluSurv-NET,2009-10,2009,52,18-49 yr,21.5
Entire Network,FluSurv-NET,2009-10,2010,1,18-49 yr,21.7
Entire Network,FluSurv-NET,2009-10,2010,2,18-49 yr,21.8
Entire Network,FluSurv-NET,2009-10,2010,3,18-49 yr,22
Entire Network,FluSurv-NET,2009-10,2010,4,18-49 yr,22.1
Entire Network,FluSurv-NET,2009-10,2010,5,18-49 yr,22.2
Entire Network,FluSurv-NET,2009-10,2010,6,18-49 yr,22.3
Entire Network,FluSurv-NET,2009-10,2010,7,18-49 yr,22.5
Entire Network,FluSurv-NET,2009-10,2010,8,18-49 yr,22.6
Entire Network,FluSurv-NET,2009-10,2010,9,18-49 yr,22.8
Entire Network,FluSurv-NET,2009-10,2010,10,18-49 yr,23
Entire Network,FluSurv-NET,2009-10,2010,11,18-49 yr,23.1
Entire Network,FluSurv-NET,2009-10,2010,12,18-49 yr,23.2
Entire Network,FluSurv-NET,2009-10,2010,13,18-49 yr,23.3
Entire Network,FluSurv-NET,2009-10,2010,14,18-49 yr,23.3
Entire Network,FluSurv-NET,2009-10,2010,15,18-49 yr,23.4
Entire Network,FluSurv-NET,2009-10,2010,16,18-49 yr,23.4
Entire Network,FluSurv-NET,2009-10,2010,17,18-49 yr,23.4
Entire Network,FluSurv-NET,2010-11,2010,40,18-49 yr,0
Entire Network,FluSurv-NET,2010-11,2010,41,18-49 yr,0
Entire Network,FluSurv-NET,2010-11,2010,42,18-49 yr,0
Entire Network,FluSurv-NET,2010-11,2010,43,18-49 yr,0.1
Entire Network,FluSurv-NET,2010-11,2010,44,18-49 yr,0.1
Entire Network,FluSurv-NET,2010-11,2010,45,18-49 yr,0.2
Entire Network,FluSurv-NET,2010-11,2010,46,18-49 yr,0.3
Entire Network,FluSurv-NET,2010-11,2010,47,18-49 yr,0.3
Entire Network,FluSurv-NET,2010-11,2010,48,18-49 yr,0.4
Entire Network,FluSurv-NET,2010-11,2010,49,18-49 yr,0.6
Entire Network,FluSurv-NET,2010-11,2010,50,18-49 yr,0.8
Entire Network,FluSurv-NET,2010-11,2010,51,18-49 yr,1.3
Entire Network,FluSurv-NET,2010-11,2010,52,18-49 yr,1.7
Entire Network,FluSurv-NET,2010-11,2011,1,18-49 yr,2.2
Entire Network,FluSurv-NET,2010-11,2011,2,18-49 yr,2.8
Entire Network,FluSurv-NET,2010-11,2011,3,18-49 yr,3.6
Entire Network,FluSurv-NET,2010-11,2011,4,18-49 yr,4.4
Entire Network,FluSurv-NET,2010-11,2011,5,18-49 yr,5.4
Entire Network,FluSurv-NET,2010-11,2011,6,18-49 yr,6.4
Entire Network,FluSurv-NET,2010-11,2011,7,18-49 yr,7.5
Entire Network,FluSurv-NET,2010-11,2011,8,18-49 yr,8.7
Entire Network,FluSurv-NET,2010-11,2011,9,18-49 yr,9.5
Entire Network,FluSurv-NET,2010-11,2011,10,18-49 yr,10.2
Entire Network,FluSurv-NET,2010-11,2011,11,18-49 yr,10.6
Entire Network,FluSurv-NET,2010-11,2011,12,18-49 yr,10.9
Entire Network,FluSurv-NET,2010-11,2011,13,18-49 yr,11.1
Entire Network,FluSurv-NET,2010-11,2011,14,18-49 yr,11.3
Entire Network,FluSurv-NET,2010-11,2011,15,18-49 yr,11.3
Entire Network,FluSurv-NET,2010-11,2011,16,18-49 yr,11.4
Entire Network,FluSurv-NET,2010-11,2011,17,18-49 yr,11.5
Entire Network,FluSurv-NET,2011-12,2011,40,18-49 yr,0
Entire Network,FluSurv-NET,2011-12,2011,41,18-49 yr,0
Entire Network,FluSurv-NET,2011-12,2011,42,18-49 yr,0
Entire Network,FluSurv-NET,2011-12,2011,43,18-49 yr,0
Entire Network,FluSurv-NET,2011-12,2011,44,18-49 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,45,18-49 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,46,18-49 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,47,18-49 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,48,18-49 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,49,18-49 yr,0.1
Entire Network,FluSurv-NET,2011-12,2011,50,18-49 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,51,18-49 yr,0.2
Entire Network,FluSurv-NET,2011-12,2011,52,18-49 yr,0.3
